Transaction_ID,Date,Time,Amount,Merchant,Card_Number,Transaction_Type,Is_Fraud
358,2025-02-18,05:45:00,145.03,Merchant_1,CARD0067,Refund,0
359,2025-03-14,08:44:00,123.68,Merchant_14,CARD0056,Purchase,0
360,2025-02-12,12:00:00,41.93,Merchant_4,CARD0089,Purchase,0
361,2025-01-29,21:17:00,34.13,Merchant_7,CARD0064,Online,0
362,2025-03-10,04:38:00,20.25,Merchant_14,CARD0067,Purchase,0
363,2025-03-22,19:18:00,102.1,Merchant_10,CARD0015,Online,0
364,2025-01-06,01:11:00,68.3,Merchant_2,CARD0075,Online,0
365,2025-02-15,09:46:00,295.55,Merchant_3,CARD0088,Purchase,0
366,2025-02-08,00:43:00,104.36,Merchant_8,CARD0070,Purchase,0
367,2025-01-14,22:46:00,104.91,Merchant_16,CARD0021,Purchase,0
368,2025-03-09,01:55:00,192.37,Merchant_1,CARD0078,Purchase,0
369,2025-03-09,20:19:00,78.1,Merchant_12,CARD0027,Purchase,0
370,2025-02-27,14:09:00,25.57,Merchant_13,CARD0077,Purchase,0
371,2025-03-04,08:43:00,33.94,Merchant_15,CARD0087,Cash_Advance,0
372,2025-02-11,02:48:00,39.35,Merchant_3,CARD0066,Purchase,0
373,2025-03-30,10:07:00,109.88,Merchant_9,CARD0095,Purchase,0
374,2025-02-14,17:09:00,70.42,Merchant_6,CARD0077,Refund,0
375,2025-02-25,14:35:00,170.65,Merchant_5,CARD0016,Purchase,0
376,2025-01-07,22:38:00,212.36,Merchant_3,CARD0001,Purchase,0
377,2025-02-21,09:12:00,18.64,Merchant_20,CARD0066,Purchase,0
378,2025-02-18,10:20:00,113.43,Merchant_12,CARD0096,Purchase,0
379,2025-01-22,16:29:00,47.11,Merchant_8,CARD0066,Purchase,0
380,2025-01-26,13:25:00,36.16,Merchant_14,CARD0004,Purchase,0
381,2025-02-22,10:41:00,25.98,Merchant_17,CARD0066,Online,0
382,2025-02-21,19:15:00,34.67,Merchant_14,CARD0004,Purchase,0
383,2025-02-07,07:12:00,80.29,Merchant_17,CARD0077,Purchase,0
384,2025-01-02,18:51:00,72.51,Merchant_1,CARD0045,Refund,0
385,2025-01-07,23:36:00,140.97,Merchant_4,CARD0001,Purchase,0
386,2025-03-26,14:09:00,64.01,Merchant_18,CARD0057,Online,0
387,2025-03-10,01:01:00,142.49,Merchant_1,CARD0067,Purchase,0
388,2025-03-11,03:41:00,120.67,Merchant_10,CARD0015,Online,0
389,2025-01-22,06:29:00,54.38,Merchant_7,CARD0067,Purchase,0
390,2025-02-17,15:07:00,76.04,Merchant_18,CARD0097,Refund,0
391,2025-03-07,18:14:00,74.85,Merchant_10,CARD0014,Purchase,0
392,2025-02-21,00:56:00,139.56,Merchant_6,CARD0010,Purchase,0
393,2025-02-13,02:44:00,248.36,Merchant_3,CARD0087,Online,0
394,2025-01-07,12:32:00,138.7,Merchant_5,CARD0043,Cash_Advance,0
395,2025-02-04,21:47:00,53.79,Merchant_9,CARD0008,Purchase,0
396,2025-03-20,01:35:00,24.61,Merchant_3,CARD0001,Purchase,0
397,2025-03-05,18:05:00,149.77,Merchant_15,CARD0045,Purchase,0
398,2025-01-24,10:58:00,208.86,Merchant_16,CARD0092,Purchase,0
399,2025-02-11,23:23:00,212.87,Merchant_8,CARD0075,Purchase,0
400,2025-01-02,22:47:00,161.16,Merchant_10,CARD0073,Cash_Advance,0
401,2025-01-11,11:33:00,246.27,Merchant_11,CARD0043,Purchase,0
402,2025-02-04,19:12:00,16.2,Merchant_18,CARD0011,Purchase,0
403,2025-03-07,03:45:00,67.38,Merchant_4,CARD0041,Purchase,0
404,2025-02-12,19:57:00,113.81,Merchant_3,CARD0065,Purchase,0
405,2025-01-04,23:05:00,172.17,Merchant_8,CARD0040,Purchase,0
406,2025-02-26,21:15:00,69.42,Merchant_12,CARD0052,Purchase,0
407,2025-01-31,22:44:00,95.14,Merchant_2,CARD0067,Purchase,0
408,2025-01-26,04:26:00,58.49,Merchant_4,CARD0087,Purchase,0
409,2025-01-07,13:00:00,33.01,Merchant_12,CARD0083,Online,0
410,2025-03-17,21:11:00,93.88,Merchant_17,CARD0045,Refund,0
411,2025-01-14,06:21:00,27.63,Merchant_15,CARD0009,Refund,0
412,2025-01-07,16:24:00,227.18,Merchant_5,CARD0070,Purchase,0
413,2025-02-27,20:51:00,49.0,Merchant_16,CARD0080,Purchase,0
414,2025-03-03,02:01:00,77.52,Merchant_19,CARD0045,Purchase,0
415,2025-03-16,07:43:00,33.78,Merchant_17,CARD0083,Online,0
416,2025-01-22,15:53:00,77.99,Merchant_10,CARD0019,Purchase,0
417,2025-01-24,05:36:00,73.91,Merchant_6,CARD0003,Purchase,0
418,2025-03-07,07:26:00,49.35,Merchant_20,CARD0044,Purchase,0
419,2025-02-16,03:40:00,72.36,Merchant_5,CARD0013,Purchase,0
420,2025-02-08,03:59:00,176.12,Merchant_3,CARD0026,Refund,0
421,2025-03-23,23:33:00,48.5,Merchant_4,CARD0020,Purchase,0
422,2025-01-10,16:04:00,61.85,Merchant_10,CARD0064,Purchase,0
423,2025-01-08,17:33:00,104.16,Merchant_3,CARD0023,Purchase,0
424,2025-01-30,18:56:00,515.66,Merchant_12,CARD0083,Purchase,1
425,2025-01-18,09:07:00,88.6,Merchant_15,CARD0031,Purchase,0
426,2025-03-09,12:54:00,9.56,Merchant_13,CARD0070,Purchase,0
427,2025-01-17,23:57:00,131.86,Merchant_4,CARD0099,Purchase,0
428,2025-02-19,16:50:00,92.43,Merchant_8,CARD0051,Purchase,0
429,2025-03-28,23:17:00,141.19,Merchant_8,CARD0006,Refund,0
430,2025-01-19,10:35:00,2518.05,Merchant_12,CARD0017,Purchase,1
431,2025-01-27,07:54:00,54.48,Merchant_14,CARD0065,Online,0
432,2025-02-05,02:03:00,207.66,Merchant_9,CARD0092,Purchase,0
433,2025-03-20,06:44:00,80.9,Merchant_6,CARD0044,Purchase,0
434,2025-01-15,00:28:00,147.45,Merchant_9,CARD0061,Cash_Advance,0
435,2025-02-18,18:16:00,36.29,Merchant_8,CARD0095,Purchase,0
436,2025-03-21,00:09:00,17.69,Merchant_7,CARD0016,Refund,0
437,2025-02-19,17:17:00,120.02,Merchant_8,CARD0068,Purchase,0
438,2025-01-30,17:45:00,257.52,Merchant_4,CARD0067,Purchase,0
439,2025-03-09,16:13:00,1236.75,Merchant_18,CARD0007,Refund,1
440,2025-02-06,02:42:00,196.73,Merchant_3,CARD0060,Purchase,0
441,2025-03-24,04:49:00,184.84,Merchant_19,CARD0023,Purchase,0
442,2025-01-16,00:48:00,106.85,Merchant_4,CARD0068,Purchase,0
443,2025-02-05,08:20:00,108.38,Merchant_17,CARD0020,Purchase,0
444,2025-01-08,12:24:00,18.11,Merchant_11,CARD0077,Cash_Advance,0
445,2025-01-03,19:48:00,200.71,Merchant_2,CARD0072,Purchase,0
446,2025-01-09,13:51:00,113.04,Merchant_8,CARD0036,Purchase,0
447,2025-03-21,06:48:00,67.72,Merchant_20,CARD0098,Purchase,0
448,2025-01-10,02:07:00,199.99,Merchant_16,CARD0068,Purchase,0
449,2025-02-28,01:00:00,24.23,Merchant_10,CARD0026,Purchase,0
450,2025-03-26,17:52:00,146.81,Merchant_4,CARD0035,Cash_Advance,0
451,2025-02-01,00:29:00,28.01,Merchant_20,CARD0053,Purchase,0
452,2025-01-24,05:47:00,40.98,Merchant_6,CARD0020,Purchase,0
453,2025-01-23,00:30:00,164.27,Merchant_15,CARD0010,Purchase,0
454,2025-03-21,13:30:00,25.01,Merchant_16,CARD0070,Purchase,0
455,2025-03-04,21:12:00,65.6,Merchant_13,CARD0094,Cash_Advance,0
456,2025-03-30,10:14:00,155.96,Merchant_18,CARD0003,Purchase,0
457,2025-01-29,21:19:00,75.38,Merchant_16,CARD0084,Purchase,0
458,2025-02-19,00:08:00,84.36,Merchant_1,CARD0046,Cash_Advance,0
459,2025-03-06,16:10:00,39.27,Merchant_15,CARD0067,Online,0
460,2025-02-25,21:48:00,52.71,Merchant_12,CARD0080,Online,0
461,2025-01-09,19:51:00,207.66,Merchant_12,CARD0004,Purchase,0
462,2025-02-05,04:15:00,154.12,Merchant_3,CARD0040,Purchase,0
463,2025-01-22,14:41:00,210.26,Merchant_1,CARD0039,Purchase,0
464,2025-03-17,19:32:00,62.47,Merchant_8,CARD0017,Purchase,0
465,2025-01-16,23:40:00,121.43,Merchant_18,CARD0029,Purchase,0
466,2025-03-05,22:29:00,69.8,Merchant_12,CARD0004,Refund,0
467,2025-01-11,09:16:00,162.87,Merchant_11,CARD0074,Cash_Advance,0
468,2025-03-30,11:02:00,179.42,Merchant_10,CARD0073,Purchase,0
469,2025-01-13,02:03:00,90.45,Merchant_4,CARD0075,Purchase,0
470,2025-03-26,20:53:00,57.84,Merchant_11,CARD0065,Purchase,0
471,2025-01-19,17:05:00,92.76,Merchant_15,CARD0095,Purchase,0
472,2025-03-01,18:43:00,160.06,Merchant_3,CARD0017,Purchase,0
473,2025-03-03,03:04:00,23.5,Merchant_17,CARD0064,Purchase,0
474,2025-02-14,22:02:00,104.42,Merchant_8,CARD0100,Purchase,0
475,2025-02-05,14:38:00,41.8,Merchant_1,CARD0047,Purchase,0
476,2025-03-14,15:30:00,53.86,Merchant_7,CARD0018,Online,0
477,2025-02-15,00:22:00,222.56,Merchant_19,CARD0071,Purchase,0
478,2025-03-05,14:39:00,124.46,Merchant_3,CARD0026,Purchase,0
479,2025-03-30,01:36:00,20.15,Merchant_9,CARD0024,Purchase,0
480,2025-03-30,00:31:00,60.15,Merchant_13,CARD0033,Purchase,0
481,2025-03-21,21:50:00,45.23,Merchant_8,CARD0090,Purchase,0
482,2025-03-20,02:26:00,72.87,Merchant_19,CARD0029,Purchase,0
483,2025-01-12,09:24:00,71.36,Merchant_12,CARD0088,Purchase,0
484,2025-02-03,18:18:00,42.27,Merchant_9,CARD0046,Purchase,0
485,2025-01-12,16:24:00,50.51,Merchant_6,CARD0076,Purchase,0
486,2025-03-05,08:47:00,17.87,Merchant_3,CARD0092,Purchase,0
487,2025-02-16,08:36:00,235.03,Merchant_7,CARD0026,Purchase,0
488,2025-01-20,11:52:00,63.16,Merchant_4,CARD0041,Purchase,0
489,2025-02-18,22:30:00,169.75,Merchant_6,CARD0025,Cash_Advance,0
490,2025-03-21,21:59:00,24.79,Merchant_2,CARD0015,Purchase,0
491,2025-02-22,14:53:00,111.21,Merchant_19,CARD0095,Purchase,0
492,2025-03-09,13:09:00,23.65,Merchant_16,CARD0034,Purchase,0
493,2025-01-28,19:45:00,87.21,Merchant_10,CARD0051,Cash_Advance,0
494,2025-03-26,18:37:00,125.93,Merchant_4,CARD0072,Purchase,0
495,2025-01-20,05:57:00,123.44,Merchant_14,CARD0027,Purchase,0
496,2025-02-21,04:11:00,344.24,Merchant_7,CARD0004,Online,0
497,2025-02-07,05:55:00,60.26,Merchant_2,CARD0076,Purchase,0
498,2025-01-03,20:03:00,83.8,Merchant_17,CARD0095,Purchase,0
499,2025-01-06,22:15:00,31.79,Merchant_16,CARD0085,Purchase,0
500,2025-02-16,13:52:00,92.04,Merchant_7,CARD0020,Purchase,0
501,2025-03-26,11:31:00,130.04,Merchant_18,CARD0048,Purchase,0
502,2025-02-28,00:12:00,16.34,Merchant_15,CARD0053,Purchase,0
503,2025-03-21,02:41:00,140.54,Merchant_14,CARD0063,Purchase,0
504,2025-03-08,02:58:00,87.76,Merchant_6,CARD0017,Purchase,0
505,2025-03-25,13:17:00,92.05,Merchant_13,CARD0095,Online,0
506,2025-02-19,11:58:00,205.37,Merchant_6,CARD0079,Purchase,0
507,2025-02-23,23:43:00,140.34,Merchant_2,CARD0032,Cash_Advance,0
508,2025-01-03,04:41:00,69.83,Merchant_14,CARD0066,Purchase,0
509,2025-03-22,11:19:00,27.38,Merchant_9,CARD0092,Purchase,0
510,2025-01-16,03:02:00,105.92,Merchant_17,CARD0085,Purchase,0
511,2025-03-15,17:45:00,121.62,Merchant_10,CARD0050,Purchase,0
512,2025-03-14,05:29:00,50.91,Merchant_17,CARD0013,Refund,0
513,2025-01-08,10:13:00,93.63,Merchant_2,CARD0097,Online,0
514,2025-01-23,08:06:00,57.1,Merchant_14,CARD0027,Cash_Advance,0
515,2025-01-10,13:12:00,58.14,Merchant_3,CARD0026,Purchase,0
516,2025-03-08,19:27:00,250.56,Merchant_20,CARD0053,Purchase,0
517,2025-01-24,14:47:00,92.94,Merchant_4,CARD0034,Purchase,0
518,2025-02-16,03:12:00,15.28,Merchant_9,CARD0082,Purchase,0
519,2025-03-01,15:43:00,141.3,Merchant_13,CARD0074,Online,0
520,2025-03-21,16:23:00,37.74,Merchant_20,CARD0083,Purchase,0
521,2025-01-28,17:47:00,123.95,Merchant_7,CARD0057,Purchase,0
522,2025-01-25,09:38:00,59.22,Merchant_13,CARD0012,Purchase,0
523,2025-03-17,20:37:00,33.04,Merchant_18,CARD0088,Cash_Advance,0
524,2025-02-17,21:45:00,201.03,Merchant_20,CARD0065,Purchase,0
525,2025-02-02,10:04:00,28.83,Merchant_19,CARD0009,Purchase,0
526,2025-01-27,23:34:00,12.19,Merchant_2,CARD0093,Purchase,0
527,2025-02-08,22:35:00,80.34,Merchant_6,CARD0045,Purchase,0
528,2025-02-10,03:50:00,65.75,Merchant_1,CARD0092,Cash_Advance,0
529,2025-02-07,16:56:00,2361.62,Merchant_10,CARD0099,Purchase,1
530,2025-03-07,20:29:00,80.85,Merchant_14,CARD0082,Purchase,0
531,2025-01-03,07:13:00,46.53,Merchant_3,CARD0044,Refund,0
532,2025-02-27,22:23:00,124.07,Merchant_12,CARD0048,Purchase,0
533,2025-01-20,15:00:00,53.78,Merchant_5,CARD0019,Purchase,0
534,2025-02-24,17:09:00,40.57,Merchant_20,CARD0086,Purchase,0
535,2025-01-27,20:16:00,135.37,Merchant_1,CARD0082,Online,0
536,2025-02-15,01:18:00,173.39,Merchant_4,CARD0054,Purchase,0
537,2025-03-03,10:54:00,110.28,Merchant_16,CARD0076,Purchase,0
538,2025-01-28,13:56:00,63.52,Merchant_20,CARD0073,Purchase,0
539,2025-03-15,20:41:00,131.84,Merchant_4,CARD0036,Cash_Advance,0
540,2025-02-18,19:36:00,67.11,Merchant_19,CARD0015,Purchase,0
541,2025-03-04,21:42:00,39.33,Merchant_12,CARD0009,Purchase,0
542,2025-03-08,09:24:00,121.38,Merchant_3,CARD0009,Purchase,0
543,2025-03-19,19:37:00,107.08,Merchant_15,CARD0046,Online,0
544,2025-01-21,08:57:00,119.32,Merchant_17,CARD0031,Refund,0
545,2025-01-09,16:53:00,153.71,Merchant_11,CARD0055,Purchase,0
546,2025-02-05,01:46:00,157.48,Merchant_16,CARD0070,Purchase,0
547,2025-01-05,19:56:00,76.17,Merchant_19,CARD0058,Purchase,0
548,2025-03-27,08:55:00,71.26,Merchant_15,CARD0015,Purchase,0
549,2025-01-26,07:39:00,98.6,Merchant_7,CARD0040,Purchase,0
550,2025-03-09,13:56:00,90.57,Merchant_9,CARD0010,Online,0
551,2025-03-05,09:15:00,163.58,Merchant_11,CARD0001,Cash_Advance,0
552,2025-02-10,21:31:00,8.89,Merchant_20,CARD0072,Purchase,0
553,2025-01-02,10:57:00,168.89,Merchant_15,CARD0024,Purchase,0
554,2025-03-10,14:59:00,47.78,Merchant_1,CARD0085,Cash_Advance,0
555,2025-01-12,22:12:00,1921.01,Merchant_8,CARD0064,Purchase,1
556,2025-01-20,09:53:00,407.5,Merchant_19,CARD0048,Purchase,1
557,2025-01-11,23:57:00,392.67,Merchant_9,CARD0100,Purchase,0
558,2025-03-12,17:20:00,1170.36,Merchant_20,CARD0094,Purchase,1
559,2025-01-26,23:27:00,22.35,Merchant_14,CARD0050,Purchase,0
560,2025-03-15,18:24:00,52.45,Merchant_11,CARD0003,Online,0
561,2025-01-20,16:11:00,141.31,Merchant_7,CARD0070,Purchase,0
562,2025-01-22,02:44:00,47.15,Merchant_6,CARD0064,Cash_Advance,0
563,2025-01-21,11:48:00,27.78,Merchant_1,CARD0025,Purchase,0
564,2025-01-30,06:38:00,346.81,Merchant_16,CARD0056,Cash_Advance,0
565,2025-02-02,00:09:00,106.37,Merchant_4,CARD0041,Purchase,0
566,2025-02-02,22:12:00,14.14,Merchant_17,CARD0059,Purchase,0
567,2025-01-05,12:11:00,52.42,Merchant_13,CARD0033,Cash_Advance,0
568,2025-03-11,17:29:00,193.71,Merchant_4,CARD0075,Refund,0
569,2025-01-17,08:59:00,9.52,Merchant_13,CARD0012,Purchase,0
570,2025-03-05,11:25:00,169.04,Merchant_17,CARD0001,Purchase,0
571,2025-02-26,19:03:00,53.46,Merchant_15,CARD0068,Online,0
572,2025-02-08,11:51:00,117.71,Merchant_17,CARD0069,Purchase,0
573,2025-03-15,08:51:00,58.42,Merchant_11,CARD0099,Purchase,0
574,2025-03-28,02:32:00,111.93,Merchant_20,CARD0059,Purchase,0
575,2025-01-01,10:32:00,45.86,Merchant_10,CARD0075,Online,0
576,2025-01-21,12:42:00,178.78,Merchant_19,CARD0030,Purchase,0
577,2025-01-22,05:30:00,72.39,Merchant_2,CARD0033,Purchase,0
578,2025-02-07,08:14:00,20.04,Merchant_12,CARD0040,Online,0
579,2025-03-20,11:40:00,172.1,Merchant_2,CARD0085,Online,0
580,2025-01-07,08:02:00,46.9,Merchant_3,CARD0022,Purchase,0
581,2025-03-20,06:52:00,75.94,Merchant_5,CARD0025,Purchase,0
582,2025-01-22,09:55:00,98.02,Merchant_13,CARD0098,Purchase,0
583,2025-02-02,07:06:00,146.7,Merchant_2,CARD0004,Purchase,0
584,2025-03-17,05:43:00,158.75,Merchant_14,CARD0012,Online,0
585,2025-03-29,00:32:00,1530.91,Merchant_18,CARD0004,Online,1
586,2025-02-02,08:43:00,173.23,Merchant_11,CARD0023,Purchase,0
587,2025-03-21,22:33:00,83.67,Merchant_15,CARD0070,Purchase,0
588,2025-02-14,09:19:00,193.27,Merchant_5,CARD0058,Purchase,0
589,2025-03-12,06:41:00,23.45,Merchant_3,CARD0097,Purchase,0
590,2025-02-11,18:09:00,105.3,Merchant_18,CARD0035,Purchase,0
591,2025-02-01,07:28:00,118.12,Merchant_8,CARD0058,Purchase,0
592,2025-03-30,12:17:00,128.33,Merchant_6,CARD0097,Purchase,0
593,2025-02-14,11:42:00,91.97,Merchant_13,CARD0006,Refund,0
594,2025-01-09,01:30:00,66.91,Merchant_19,CARD0007,Purchase,0
595,2025-02-22,17:08:00,45.0,Merchant_10,CARD0021,Purchase,0
596,2025-01-16,14:55:00,137.85,Merchant_1,CARD0015,Cash_Advance,0
597,2025-01-18,01:32:00,177.08,Merchant_10,CARD0066,Purchase,0
598,2025-02-10,12:24:00,115.82,Merchant_11,CARD0087,Purchase,0
599,2025-03-11,01:07:00,221.76,Merchant_5,CARD0067,Purchase,0
600,2025-03-16,11:31:00,83.86,Merchant_1,CARD0012,Purchase,0
601,2025-03-17,16:08:00,133.48,Merchant_1,CARD0049,Purchase,0
602,2025-01-19,12:13:00,134.45,Merchant_19,CARD0079,Purchase,0
603,2025-03-23,23:06:00,135.47,Merchant_18,CARD0062,Purchase,0
604,2025-01-22,01:56:00,177.46,Merchant_5,CARD0033,Purchase,0
605,2025-03-07,20:18:00,127.55,Merchant_12,CARD0061,Online,0
606,2025-02-09,06:48:00,34.94,Merchant_5,CARD0013,Purchase,0
607,2025-03-06,14:13:00,229.58,Merchant_5,CARD0013,Purchase,0
608,2025-03-15,10:54:00,169.53,Merchant_17,CARD0059,Purchase,0
609,2025-03-16,05:32:00,51.18,Merchant_4,CARD0028,Purchase,0
610,2025-03-04,16:22:00,67.81,Merchant_17,CARD0077,Purchase,0
611,2025-03-17,00:18:00,117.54,Merchant_12,CARD0024,Cash_Advance,0
612,2025-01-22,14:39:00,98.55,Merchant_20,CARD0030,Purchase,0
613,2025-02-17,18:34:00,132.09,Merchant_17,CARD0100,Purchase,0
614,2025-03-20,04:29:00,39.89,Merchant_14,CARD0004,Purchase,0
615,2025-02-17,18:46:00,781.19,Merchant_17,CARD0013,Purchase,1
616,2025-03-09,09:42:00,71.21,Merchant_20,CARD0076,Cash_Advance,0
617,2025-03-02,15:38:00,64.77,Merchant_14,CARD0001,Online,0
618,2025-02-12,00:49:00,41.22,Merchant_17,CARD0044,Refund,0
619,2025-03-10,14:24:00,37.21,Merchant_14,CARD0049,Purchase,0
620,2025-03-04,20:21:00,47.26,Merchant_15,CARD0081,Cash_Advance,0
621,2025-01-25,02:34:00,56.86,Merchant_19,CARD0024,Cash_Advance,0
622,2025-01-10,17:49:00,108.91,Merchant_5,CARD0034,Purchase,0
623,2025-03-22,10:42:00,176.78,Merchant_17,CARD0039,Cash_Advance,0
624,2025-02-01,13:34:00,115.19,Merchant_1,CARD0042,Purchase,0
625,2025-03-01,01:30:00,108.57,Merchant_7,CARD0007,Refund,0
626,2025-01-04,06:24:00,147.19,Merchant_6,CARD0023,Online,0
627,2025-03-06,13:49:00,2159.48,Merchant_15,CARD0021,Online,1
628,2025-02-15,08:33:00,98.22,Merchant_17,CARD0043,Online,0
629,2025-01-21,00:38:00,164.89,Merchant_1,CARD0060,Purchase,0
630,2025-03-01,22:40:00,95.98,Merchant_11,CARD0024,Purchase,0
631,2025-02-16,01:53:00,66.59,Merchant_1,CARD0100,Purchase,0
632,2025-02-27,04:30:00,250.79,Merchant_10,CARD0067,Purchase,0
633,2025-02-21,22:15:00,50.96,Merchant_9,CARD0093,Purchase,0
634,2025-01-15,18:14:00,144.26,Merchant_5,CARD0028,Purchase,0
635,2025-02-19,21:32:00,91.92,Merchant_14,CARD0066,Online,0
636,2025-02-22,02:21:00,97.49,Merchant_3,CARD0004,Purchase,0
637,2025-02-11,08:56:00,36.95,Merchant_17,CARD0081,Cash_Advance,0
638,2025-02-28,13:52:00,148.32,Merchant_12,CARD0084,Purchase,0
639,2025-01-04,19:04:00,63.41,Merchant_7,CARD0036,Purchase,0
640,2025-03-27,14:46:00,107.01,Merchant_12,CARD0057,Purchase,0
641,2025-01-02,10:00:00,47.96,Merchant_7,CARD0090,Online,0
642,2025-03-14,11:18:00,138.69,Merchant_13,CARD0057,Purchase,0
643,2025-01-01,01:59:00,59.21,Merchant_14,CARD0086,Purchase,0
644,2025-02-14,11:20:00,34.95,Merchant_17,CARD0019,Refund,0
645,2025-02-08,22:22:00,208.75,Merchant_16,CARD0031,Cash_Advance,0
646,2025-01-16,23:14:00,1165.64,Merchant_8,CARD0042,Online,1
647,2025-02-07,03:21:00,184.82,Merchant_9,CARD0060,Cash_Advance,0
648,2025-01-05,05:38:00,27.63,Merchant_18,CARD0089,Purchase,0
649,2025-03-14,22:45:00,13.83,Merchant_4,CARD0030,Purchase,0
650,2025-03-18,09:39:00,471.63,Merchant_8,CARD0048,Purchase,0
651,2025-02-24,03:16:00,113.24,Merchant_19,CARD0073,Purchase,0
652,2025-02-25,00:56:00,18.53,Merchant_17,CARD0030,Purchase,0
653,2025-02-12,04:08:00,91.76,Merchant_1,CARD0041,Cash_Advance,0
654,2025-03-02,08:07:00,115.0,Merchant_7,CARD0032,Purchase,0
655,2025-02-09,19:09:00,65.31,Merchant_19,CARD0059,Purchase,0
656,2025-02-01,02:41:00,71.71,Merchant_10,CARD0048,Purchase,0
657,2025-01-29,06:34:00,138.89,Merchant_14,CARD0079,Purchase,0
658,2025-03-13,05:29:00,79.25,Merchant_2,CARD0100,Purchase,0
659,2025-03-23,14:50:00,7.62,Merchant_20,CARD0099,Purchase,0
660,2025-01-23,21:31:00,33.64,Merchant_17,CARD0065,Purchase,0
661,2025-01-05,22:15:00,174.55,Merchant_2,CARD0021,Online,0
662,2025-01-02,01:40:00,96.41,Merchant_9,CARD0036,Online,0
663,2025-02-16,10:01:00,87.85,Merchant_15,CARD0067,Purchase,0
664,2025-01-25,11:07:00,178.55,Merchant_14,CARD0079,Online,0
665,2025-03-19,22:40:00,71.22,Merchant_17,CARD0088,Purchase,0
666,2025-03-14,14:51:00,293.73,Merchant_10,CARD0016,Purchase,0
667,2025-02-09,02:10:00,114.19,Merchant_6,CARD0058,Purchase,0
668,2025-01-01,03:18:00,419.02,Merchant_1,CARD0007,Cash_Advance,1
669,2025-02-08,11:17:00,166.66,Merchant_10,CARD0080,Purchase,0
670,2025-01-21,05:43:00,144.28,Merchant_5,CARD0028,Purchase,0
671,2025-01-27,06:40:00,17.2,Merchant_8,CARD0050,Purchase,0
672,2025-01-08,16:40:00,76.33,Merchant_14,CARD0012,Online,0
673,2025-03-27,18:47:00,10.92,Merchant_6,CARD0025,Refund,0
674,2025-03-19,09:53:00,162.98,Merchant_1,CARD0030,Purchase,0
675,2025-02-27,06:26:00,16.87,Merchant_13,CARD0072,Purchase,0
676,2025-01-07,01:39:00,97.15,Merchant_12,CARD0011,Online,0
677,2025-01-18,11:49:00,284.48,Merchant_7,CARD0060,Purchase,0
678,2025-03-25,18:44:00,271.88,Merchant_13,CARD0042,Purchase,0
679,2025-01-24,06:44:00,149.45,Merchant_14,CARD0100,Refund,0
680,2025-03-16,22:08:00,10.78,Merchant_3,CARD0100,Purchase,0
681,2025-03-30,05:06:00,101.25,Merchant_3,CARD0055,Purchase,0
682,2025-02-27,11:16:00,36.05,Merchant_15,CARD0036,Purchase,0
683,2025-02-26,19:46:00,54.26,Merchant_13,CARD0049,Purchase,0
684,2025-01-27,07:25:00,62.8,Merchant_8,CARD0046,Purchase,0
685,2025-03-28,13:11:00,70.52,Merchant_14,CARD0094,Purchase,0
686,2025-01-16,02:02:00,57.38,Merchant_3,CARD0070,Purchase,0
687,2025-01-18,16:22:00,86.96,Merchant_8,CARD0035,Purchase,0
688,2025-01-27,03:00:00,65.04,Merchant_14,CARD0094,Purchase,0
689,2025-03-06,21:21:00,186.35,Merchant_18,CARD0014,Purchase,0
690,2025-03-03,11:25:00,45.57,Merchant_12,CARD0037,Online,0
691,2025-01-11,12:18:00,134.11,Merchant_11,CARD0092,Purchase,0
692,2025-01-14,17:54:00,58.24,Merchant_10,CARD0040,Purchase,0
693,2025-01-04,19:06:00,67.59,Merchant_1,CARD0052,Online,0
694,2025-01-23,17:56:00,29.42,Merchant_8,CARD0041,Purchase,0
695,2025-03-19,02:57:00,112.13,Merchant_4,CARD0005,Purchase,0
696,2025-01-22,23:18:00,205.51,Merchant_19,CARD0021,Purchase,0
697,2025-02-06,14:57:00,93.81,Merchant_9,CARD0055,Cash_Advance,0
698,2025-01-10,18:11:00,166.02,Merchant_1,CARD0049,Online,0
699,2025-03-22,06:46:00,115.44,Merchant_13,CARD0061,Online,0
700,2025-01-11,01:59:00,167.35,Merchant_12,CARD0006,Purchase,0
701,2025-01-09,11:32:00,164.24,Merchant_7,CARD0051,Purchase,0
702,2025-02-21,18:55:00,80.38,Merchant_7,CARD0061,Cash_Advance,0
703,2025-01-23,09:01:00,130.34,Merchant_13,CARD0062,Refund,0
704,2025-02-26,06:56:00,56.28,Merchant_13,CARD0024,Online,0
705,2025-03-29,17:23:00,113.82,Merchant_17,CARD0052,Purchase,0
706,2025-01-14,07:39:00,320.72,Merchant_15,CARD0016,Online,1
707,2025-01-13,02:25:00,177.87,Merchant_4,CARD0007,Purchase,0
708,2025-01-11,05:47:00,77.57,Merchant_7,CARD0042,Purchase,0
709,2025-03-12,05:17:00,75.25,Merchant_6,CARD0090,Purchase,0
710,2025-01-16,01:40:00,54.95,Merchant_6,CARD0021,Purchase,0
711,2025-02-08,13:37:00,65.53,Merchant_11,CARD0048,Cash_Advance,0
712,2025-03-21,10:09:00,146.89,Merchant_7,CARD0060,Purchase,0
713,2025-01-08,07:12:00,31.69,Merchant_9,CARD0082,Purchase,0
714,2025-03-19,04:02:00,72.88,Merchant_2,CARD0017,Purchase,0
